Running PageRank with data/soc-sign-Slashdot081106.txt
0.00001359 : 72975 29406
0.00001359 : 48375 29407
0.00001359 : 48379 29408
0.00001359 : 48372 29409
0.00001359 : 48362 29410
0.00001359 : 48370 29411
0.00001359 : 48365 29412
0.00001359 : 48371 29413
0.00001359 : 48381 29414
0.00001359 : 48364 29415
0.00001359 : 48373 29416
0.00001359 : 48361 29417
0.00001359 : 47713 29418
0.00001359 : 47717 29419
0.00001359 : 47721 29420
0.00001359 : 47714 29421
0.00001359 : 19278 29422
0.00001359 : 27934 29423
0.00001359 : 27936 29424
0.00001359 : 63503 29425
0.00001359 : 58500 29426
0.00001359 : 27400 29427
0.00001359 : 42924 29428
0.00001359 : 65094 29429
0.00001359 : 65093 29430
0.00001359 : 61185 29431
0.00001359 : 61186 29432
0.00001359 : 61187 29433
0.00001359 : 70220 29434
0.00001359 : 70221 29435
0.00001359 : 23422 29436
0.00001359 : 32642 29437
0.00001359 : 46741 29438
0.00001359 : 28433 29439
0.00001359 : 51071 29440
0.00001359 : 51072 29441
0.00001359 : 51073 29442
0.00001359 : 64616 29443
0.00001359 : 64619 29444
0.00001359 : 64620 29445
0.00001359 : 64075 29446
0.00001359 : 13250 29447
0.00001359 : 13268 29448
0.00001359 : 13257 29449
0.00001359 : 13263 29450
0.00001358 : 44805 29451
0.00001358 : 44807 29452
0.00001358 : 44808 29453
0.00001358 : 44804 29454
0.00001358 : 44803 29455
0.00001358 : 28350 29456
0.00001358 : 58472 29457
0.00001358 : 42916 29458
0.00001358 : 23045 29459
0.00001358 : 46848 29460
0.00001358 : 46849 29461
0.00001358 : 46846 29462
0.00001358 : 46851 29463
0.00001358 : 46843 29464
0.00001358 : 61282 29465
0.00001358 : 61284 29466
0.00001358 : 55039 29467
0.00001358 : 55041 29468
0.00001358 : 55042 29469
0.00001358 : 55043 29470
0.00001358 : 55040 29471
0.00001358 : 49619 29472
0.00001358 : 49617 29473
0.00001358 : 24332 29474
0.00001358 : 59971 29475
0.00001358 : 44227 29476
0.00001358 : 1098 29477
0.00001358 : 19726 29478
0.00001358 : 19720 29479
0.00001358 : 19739 29480
0.00001358 : 19729 29481
0.00001358 : 32044 29482
0.00001358 : 47367 29483
0.00001358 : 34350 29484
0.00001358 : 39498 29485
0.00001358 : 65739 29486
0.00001358 : 8966 29487
0.00001358 : 16828 29488
0.00001358 : 52565 29489
0.00001358 : 25135 29490
0.00001358 : 68122 29491
0.00001358 : 59453 29492
0.00001358 : 59452 29493
0.00001358 : 75624 29494
0.00001358 : 48541 29495
0.00001357 : 23479 29496
0.00001357 : 64388 29497
0.00001357 : 63464 29498
0.00001357 : 17997 29499
0.00001357 : 7145 29500
0.00001357 : 63913 29501
0.00001357 : 33395 29502
0.00001357 : 33394 29503
0.00001357 : 60879 29504
0.00001357 : 31656 29505
0.00001357 : 31655 29506
0.00001357 : 67221 29507
0.00001357 : 65467 29508
0.00001357 : 28937 29509
0.00001357 : 54958 29510
0.00001357 : 54960 29511
0.00001357 : 39657 29512
0.00001357 : 39652 29513
0.00001357 : 46123 29514
0.00001357 : 51542 29515
0.00001357 : 61060 29516
0.00001357 : 61059 29517
0.00001357 : 61062 29518
0.00001357 : 61061 29519
0.00001357 : 57100 29520
0.00001357 : 38826 29521
0.00001357 : 36936 29522
0.00001357 : 36937 29523
0.00001357 : 24659 29524
0.00001357 : 60410 29525
0.00001357 : 45344 29526
0.00001357 : 68407 29527
0.00001357 : 38795 29528
0.00001357 : 54017 29529
0.00001357 : 58838 29530
0.00001357 : 58842 29531
0.00001357 : 58839 29532
0.00001357 : 58840 29533
0.00001357 : 38654 29534
0.00001357 : 38648 29535
0.00001357 : 38663 29536
0.00001357 : 38646 29537
0.00001357 : 38653 29538
0.00001357 : 13079 29539
0.00001357 : 56570 29540
0.00001357 : 56572 29541
0.00001357 : 58433 29542
0.00001357 : 35158 29543
0.00001357 : 35159 29544
0.00001357 : 52204 29545
0.00001357 : 58530 29546
0.00001357 : 45126 29547
0.00001357 : 65246 29548
0.00001357 : 57383 29549
0.00001357 : 61497 29550
0.00001357 : 22515 29551
0.00001357 : 29188 29552
0.00001357 : 26448 29553
0.00001357 : 51622 29554
0.00001357 : 56009 29555
0.00001357 : 32335 29556
0.00001357 : 32337 29557
0.00001357 : 48318 29558
0.00001357 : 48311 29559
0.00001357 : 48316 29560
0.00001357 : 48307 29561
0.00001357 : 48315 29562
0.00001357 : 48313 29563
0.00001357 : 48312 29564
0.00001357 : 56481 29565
0.00001357 : 59200 29566
0.00001357 : 59199 29567
0.00001357 : 28467 29568
0.00001357 : 28485 29569
0.00001357 : 28480 29570
0.00001357 : 28461 29571
0.00001357 : 28483 29572
0.00001357 : 28492 29573
0.00001357 : 28465 29574
0.00001357 : 48511 29575
0.00001357 : 56760 29576
0.00001357 : 56762 29577
0.00001357 : 56763 29578
0.00001357 : 56764 29579
0.00001357 : 56767 29580
0.00001357 : 34853 29581
0.00001357 : 71012 29582
0.00001357 : 21748 29583
0.00001356 : 21123 29584
0.00001356 : 45280 29585
0.00001356 : 45278 29586
0.00001356 : 45279 29587
0.00001356 : 54112 29588
0.00001356 : 28601 29589
0.00001356 : 37377 29590
0.00001356 : 30785 29591
0.00001356 : 58628 29592
0.00001356 : 50952 29593
0.00001356 : 50965 29594
0.00001356 : 50947 29595
0.00001356 : 50949 29596
0.00001356 : 50956 29597
0.00001356 : 50966 29598
0.00001356 : 50951 29599
0.00001356 : 50957 29600
0.00001356 : 50964 29601
0.00001356 : 50963 29602
0.00001356 : 50958 29603
0.00001356 : 50967 29604
0.00001356 : 50962 29605
0.00001356 : 50959 29606
0.00001356 : 50955 29607
0.00001356 : 61768 29608
0.00001356 : 61767 29609
0.00001356 : 49490 29610
0.00001356 : 45964 29611
0.00001356 : 45204 29612
0.00001356 : 58997 29613
0.00001356 : 58484 29614
0.00001356 : 6668 29615
0.00001356 : 6660 29616
0.00001356 : 6610 29617
0.00001356 : 6651 29618
0.00001356 : 6638 29619
0.00001356 : 6591 29620
0.00001356 : 26896 29621
0.00001356 : 58417 29622
0.00001356 : 43457 29623
0.00001356 : 43459 29624
0.00001356 : 43458 29625
0.00001356 : 16472 29626
0.00001356 : 17463 29627
0.00001356 : 56661 29628
0.00001356 : 56662 29629
0.00001356 : 54623 29630
0.00001356 : 54628 29631
0.00001356 : 54629 29632
0.00001356 : 54632 29633
0.00001356 : 54626 29634
0.00001356 : 54869 29635
0.00001356 : 14036 29636
0.00001356 : 37897 29637
0.00001356 : 37895 29638
0.00001356 : 46231 29639
0.00001356 : 44746 29640
0.00001356 : 44742 29641
0.00001356 : 56828 29642
0.00001356 : 60709 29643
0.00001356 : 60710 29644
0.00001356 : 61040 29645
0.00001356 : 61039 29646
0.00001356 : 61038 29647
0.00001356 : 61037 29648
0.00001356 : 61034 29649
0.00001356 : 61032 29650
0.00001356 : 61031 29651
0.00001356 : 61042 29652
0.00001356 : 61023 29653
0.00001356 : 61043 29654
0.00001356 : 61024 29655
0.00001356 : 61030 29656
0.00001356 : 61029 29657
0.00001356 : 61028 29658
0.00001356 : 61027 29659
0.00001356 : 61026 29660
0.00001356 : 61025 29661
0.00001356 : 61041 29662
0.00001356 : 53454 29663
0.00001356 : 34824 29664
0.00001356 : 34823 29665
0.00001356 : 63757 29666
0.00001356 : 38047 29667
0.00001355 : 64847 29668
0.00001355 : 62536 29669
0.00001355 : 29967 29670
0.00001355 : 29972 29671
0.00001355 : 36331 29672
0.00001355 : 53191 29673
0.00001355 : 60850 29674
0.00001355 : 60849 29675
0.00001355 : 60848 29676
0.00001355 : 49021 29677
0.00001355 : 15366 29678
0.00001355 : 16848 29679
0.00001355 : 57225 29680
0.00001355 : 24685 29681
0.00001355 : 32134 29682
0.00001355 : 13277 29683
0.00001355 : 56678 29684
0.00001355 : 56676 29685
0.00001355 : 56679 29686
0.00001355 : 13055 29687
0.00001355 : 34654 29688
0.00001355 : 50673 29689
0.00001355 : 50672 29690
0.00001355 : 35244 29691
0.00001355 : 35335 29692
0.00001355 : 35302 29693
0.00001355 : 35259 29694
0.00001355 : 35278 29695
0.00001355 : 35304 29696
0.00001355 : 35246 29697
0.00001355 : 35279 29698
0.00001355 : 35348 29699
0.00001355 : 35329 29700
0.00001355 : 35347 29701
0.00001355 : 35349 29702
0.00001355 : 35265 29703
0.00001355 : 35320 29704
0.00001355 : 35295 29705
0.00001355 : 35325 29706
0.00001355 : 35267 29707
0.00001355 : 35296 29708
0.00001355 : 35282 29709
0.00001355 : 35305 29710
0.00001355 : 35263 29711
0.00001355 : 35277 29712
0.00001355 : 35283 29713
0.00001355 : 35255 29714
0.00001355 : 35266 29715
0.00001355 : 35316 29716
0.00001355 : 35313 29717
0.00001355 : 35312 29718
0.00001355 : 35287 29719
0.00001355 : 35292 29720
0.00001355 : 35310 29721
0.00001355 : 35309 29722
0.00001355 : 35337 29723
0.00001355 : 35252 29724
0.00001355 : 35272 29725
0.00001355 : 35294 29726
0.00001355 : 35338 29727
0.00001355 : 35247 29728
0.00001355 : 35308 29729
0.00001355 : 35286 29730
0.00001355 : 35257 29731
0.00001355 : 35285 29732
0.00001355 : 35307 29733
0.00001355 : 35342 29734
0.00001355 : 35281 29735
0.00001355 : 35345 29736
0.00001355 : 35284 29737
0.00001355 : 35258 29738
0.00001355 : 35323 29739
0.00001355 : 57400 29740
0.00001355 : 57401 29741
0.00001355 : 57398 29742
0.00001355 : 57402 29743
0.00001355 : 33256 29744
0.00001355 : 47530 29745
0.00001355 : 47529 29746
0.00001355 : 61329 29747
0.00001355 : 61333 29748
0.00001355 : 61334 29749
0.00001355 : 61332 29750
0.00001355 : 61328 29751
0.00001355 : 61331 29752
0.00001355 : 62631 29753
0.00001355 : 62632 29754
0.00001355 : 62633 29755
0.00001355 : 58090 29756
0.00001355 : 37690 29757
0.00001355 : 37704 29758
0.00001355 : 37706 29759
0.00001355 : 37688 29760
0.00001355 : 37695 29761
0.00001355 : 37702 29762
0.00001355 : 37697 29763
0.00001355 : 15863 29764
0.00001355 : 58573 29765
0.00001355 : 58578 29766
0.00001355 : 58572 29767
0.00001355 : 58576 29768
0.00001355 : 58575 29769
0.00001355 : 9205 29770
0.00001355 : 46510 29771
0.00001355 : 46512 29772
0.00001355 : 46514 29773
0.00001355 : 46506 29774
0.00001355 : 46507 29775
0.00001355 : 46516 29776
0.00001355 : 46519 29777
0.00001355 : 46505 29778
0.00001355 : 46501 29779
0.00001355 : 56484 29780
0.00001355 : 56482 29781
0.00001355 : 41796 29782
0.00001355 : 41808 29783
0.00001355 : 41809 29784
0.00001355 : 41797 29785
0.00001355 : 41806 29786
0.00001355 : 41798 29787
0.00001355 : 41803 29788
0.00001355 : 41800 29789
0.00001355 : 45946 29790
0.00001355 : 45945 29791
0.00001355 : 21563 29792
0.00001355 : 68647 29793
0.00001355 : 44662 29794
0.00001355 : 44657 29795
0.00001355 : 44659 29796
0.00001355 : 44660 29797
0.00001355 : 44661 29798
0.00001355 : 17364 29799
0.00001355 : 32546 29800
0.00001355 : 32541 29801
0.00001355 : 36009 29802
0.00001355 : 36013 29803
0.00001355 : 36004 29804
0.00001355 : 36006 29805
0.00001355 : 35996 29806
0.00001355 : 36008 29807
0.00001355 : 36012 29808
0.00001355 : 36002 29809
0.00001355 : 61537 29810
0.00001355 : 61536 29811
0.00001355 : 59828 29812
0.00001355 : 61276 29813
0.00001355 : 38719 29814
0.00001354 : 29139 29815
0.00001354 : 66621 29816
0.00001354 : 66623 29817
0.00001354 : 66622 29818
0.00001354 : 66624 29819
0.00001354 : 24691 29820
0.00001354 : 24694 29821
0.00001354 : 24693 29822
0.00001354 : 28508 29823
0.00001354 : 8260 29824
0.00001354 : 8253 29825
0.00001354 : 8249 29826
0.00001354 : 48447 29827
0.00001354 : 48449 29828
0.00001354 : 18645 29829
0.00001354 : 18656 29830
0.00001354 : 18616 29831
0.00001354 : 18653 29832
0.00001354 : 18657 29833
0.00001354 : 18626 29834
0.00001354 : 60626 29835
0.00001354 : 60620 29836
0.00001354 : 60622 29837
0.00001354 : 60623 29838
0.00001354 : 60621 29839
0.00001354 : 60625 29840
0.00001354 : 60624 29841
0.00001354 : 60605 29842
0.00001354 : 62603 29843
0.00001354 : 54416 29844
0.00001354 : 54415 29845
0.00001354 : 54425 29846
0.00001354 : 54424 29847
0.00001354 : 54414 29848
0.00001354 : 54427 29849
0.00001354 : 54419 29850
0.00001354 : 54423 29851
0.00001354 : 54417 29852
0.00001354 : 54428 29853
0.00001354 : 66169 29854
0.00001354 : 63121 29855
0.00001354 : 57635 29856
0.00001354 : 68397 29857
0.00001354 : 68398 29858
0.00001354 : 57634 29859
0.00001354 : 66105 29860
0.00001354 : 13607 29861
0.00001354 : 41745 29862
0.00001354 : 41746 29863
0.00001354 : 52225 29864
0.00001354 : 55833 29865
0.00001354 : 55834 29866
0.00001354 : 55831 29867
0.00001354 : 55828 29868
0.00001354 : 55830 29869
0.00001354 : 11630 29870
0.00001354 : 11625 29871
0.00001354 : 47191 29872
0.00001354 : 47192 29873
0.00001354 : 47197 29874
0.00001354 : 29285 29875
0.00001354 : 65456 29876
0.00001354 : 16422 29877
0.00001354 : 42270 29878
0.00001354 : 42267 29879
0.00001354 : 42268 29880
0.00001354 : 59128 29881
0.00001354 : 59127 29882
0.00001354 : 59126 29883
0.00001354 : 35887 29884
0.00001354 : 13778 29885
0.00001354 : 13815 29886
0.00001354 : 13822 29887
0.00001354 : 13797 29888
0.00001354 : 13811 29889
0.00001354 : 13793 29890
0.00001354 : 56406 29891
0.00001354 : 56402 29892
0.00001354 : 56405 29893
0.00001354 : 32882 29894
0.00001354 : 32890 29895
0.00001354 : 32886 29896
0.00001354 : 32891 29897
0.00001354 : 28672 29898
0.00001354 : 54827 29899
0.00001354 : 64337 29900
0.00001354 : 64336 29901
0.00001354 : 18027 29902
0.00001354 : 59880 29903
0.00001354 : 10038 29904
0.00001354 : 36292 29905
0.00001354 : 38608 29906
0.00001354 : 19114 29907
0.00001354 : 57420 29908
0.00001353 : 57651 29909
0.00001353 : 57650 29910
0.00001353 : 50684 29911
0.00001353 : 33895 29912
0.00001353 : 64978 29913
0.00001353 : 32743 29914
0.00001353 : 32742 29915
0.00001353 : 32738 29916
0.00001353 : 32737 29917
0.00001353 : 31732 29918
0.00001353 : 31727 29919
0.00001353 : 38499 29920
0.00001353 : 10428 29921
0.00001353 : 31880 29922
0.00001353 : 38694 29923
0.00001353 : 38692 29924
0.00001353 : 38053 29925
0.00001353 : 38056 29926
0.00001353 : 38052 29927
0.00001353 : 29172 29928
0.00001353 : 63712 29929
0.00001353 : 38752 29930
0.00001353 : 40160 29931
0.00001353 : 40161 29932
0.00001353 : 40165 29933
0.00001353 : 40166 29934
0.00001353 : 40167 29935
0.00001353 : 40168 29936
0.00001353 : 40170 29937
0.00001353 : 40171 29938
0.00001353 : 49280 29939
0.00001353 : 70815 29940
0.00001353 : 29134 29941
0.00001353 : 36915 29942
0.00001353 : 42917 29943
0.00001353 : 67226 29944
0.00001353 : 53668 29945
0.00001353 : 58905 29946
0.00001353 : 58907 29947
0.00001353 : 29363 29948
0.00001353 : 51877 29949
0.00001353 : 56534 29950
0.00001353 : 59101 29951
0.00001353 : 59100 29952
0.00001353 : 43314 29953
0.00001353 : 43318 29954
0.00001353 : 30793 29955
0.00001353 : 34933 29956
0.00001353 : 34931 29957
0.00001353 : 34949 29958
0.00001353 : 34925 29959
0.00001353 : 34943 29960
0.00001353 : 34905 29961
0.00001353 : 34916 29962
0.00001353 : 34927 29963
0.00001353 : 34941 29964
0.00001353 : 34935 29965
0.00001353 : 34920 29966
0.00001353 : 34915 29967
0.00001353 : 34921 29968
0.00001353 : 62519 29969
0.00001353 : 62517 29970
0.00001353 : 37034 29971
0.00001353 : 37035 29972
0.00001353 : 37030 29973
0.00001353 : 37027 29974
0.00001353 : 37023 29975
0.00001353 : 37022 29976
0.00001353 : 37026 29977
0.00001353 : 61102 29978
0.00001353 : 61103 29979
0.00001353 : 61100 29980
0.00001353 : 61101 29981
0.00001353 : 46678 29982
0.00001352 : 18310 29983
0.00001352 : 4140 29984
0.00001352 : 20040 29985
0.00001352 : 38038 29986
0.00001352 : 38033 29987
0.00001352 : 38025 29988
0.00001352 : 38032 29989
0.00001352 : 38036 29990
0.00001352 : 38027 29991
0.00001352 : 38019 29992
0.00001352 : 38021 29993
0.00001352 : 38022 29994
0.00001352 : 38039 29995
0.00001352 : 38035 29996
0.00001352 : 44376 29997
0.00001352 : 44377 29998
0.00001352 : 46623 29999
0.00001352 : 25516 30000
0.00001352 : 20549 30001
0.00001352 : 20544 30002
0.00001352 : 20548 30003
0.00001352 : 20551 30004
0.00001352 : 20552 30005
0.00001352 : 48725 30006
0.00001352 : 48736 30007
0.00001352 : 48726 30008
0.00001352 : 48729 30009
0.00001352 : 48724 30010
0.00001352 : 48731 30011
0.00001352 : 48739 30012
0.00001352 : 48737 30013
0.00001352 : 48735 30014
0.00001352 : 48723 30015
0.00001352 : 48738 30016
0.00001352 : 36215 30017
0.00001352 : 41577 30018
0.00001352 : 41572 30019
0.00001352 : 41595 30020
0.00001352 : 41576 30021
0.00001352 : 41575 30022
0.00001352 : 41578 30023
0.00001352 : 41579 30024
0.00001352 : 41581 30025
0.00001352 : 41583 30026
0.00001352 : 41584 30027
0.00001352 : 41573 30028
0.00001352 : 41593 30029
0.00001352 : 41594 30030
0.00001352 : 41599 30031
0.00001352 : 41597 30032
0.00001352 : 41596 30033
0.00001352 : 61058 30034
0.00001352 : 61056 30035
0.00001352 : 65134 30036
0.00001352 : 65136 30037
0.00001352 : 65135 30038
0.00001352 : 34364 30039
0.00001352 : 50192 30040
0.00001352 : 50191 30041
0.00001352 : 50190 30042
0.00001352 : 59386 30043
0.00001352 : 29482 30044
0.00001352 : 17028 30045
0.00001352 : 51494 30046
0.00001352 : 62231 30047
0.00001352 : 62232 30048
0.00001352 : 26196 30049
0.00001352 : 26205 30050
0.00001352 : 26209 30051
0.00001352 : 26221 30052
0.00001352 : 56911 30053
0.00001352 : 56912 30054
0.00001352 : 8964 30055
0.00001352 : 51006 30056
0.00001352 : 55286 30057
0.00001352 : 25490 30058
0.00001352 : 25491 30059
0.00001352 : 38421 30060
0.00001352 : 38418 30061
0.00001352 : 34575 30062
0.00001352 : 34555 30063
0.00001352 : 34571 30064
0.00001352 : 34580 30065
0.00001352 : 34583 30066
0.00001352 : 46021 30067
0.00001352 : 34056 30068
0.00001352 : 33791 30069
0.00001352 : 6733 30070
0.00001352 : 61050 30071
0.00001352 : 61045 30072
0.00001352 : 61046 30073
0.00001352 : 61049 30074
0.00001352 : 29766 30075
0.00001352 : 29768 30076
0.00001352 : 29773 30077
0.00001352 : 29775 30078
0.00001352 : 65129 30079
0.00001351 : 55626 30080
0.00001351 : 55625 30081
0.00001351 : 57436 30082
0.00001351 : 43000 30083
0.00001351 : 42996 30084
0.00001351 : 42998 30085
0.00001351 : 42993 30086
0.00001351 : 56956 30087
0.00001351 : 14778 30088
0.00001351 : 15070 30089
0.00001351 : 20088 30090
0.00001351 : 19185 30091
0.00001351 : 58236 30092
0.00001351 : 58232 30093
0.00001351 : 58235 30094
0.00001351 : 42979 30095
0.00001351 : 45276 30096
0.00001351 : 50008 30097
0.00001351 : 50012 30098
0.00001351 : 5006 30099
0.00001351 : 45273 30100
0.00001351 : 63709 30101
0.00001351 : 63198 30102
0.00001351 : 50007 30103
0.00001351 : 63845 30104
0.00001351 : 45275 30105
0.00001351 : 45274 30106
0.00001351 : 63844 30107
0.00001351 : 32601 30108
0.00001351 : 46498 30109
0.00001351 : 34691 30110
0.00001351 : 34686 30111
0.00001351 : 34678 30112
0.00001351 : 34669 30113
0.00001351 : 34690 30114
0.00001351 : 34674 30115
0.00001351 : 34670 30116
0.00001351 : 34671 30117
0.00001351 : 34694 30118
0.00001351 : 34693 30119
0.00001351 : 34695 30120
0.00001351 : 34692 30121
0.00001351 : 28977 30122
0.00001351 : 43041 30123
0.00001351 : 56746 30124
0.00001351 : 56747 30125
0.00001351 : 56756 30126
0.00001351 : 56757 30127
0.00001351 : 56725 30128
0.00001351 : 56755 30129
0.00001351 : 56726 30130
0.00001351 : 56743 30131
0.00001351 : 56745 30132
0.00001351 : 56727 30133
0.00001351 : 56728 30134
0.00001351 : 56741 30135
0.00001351 : 56724 30136
0.00001351 : 56729 30137
0.00001351 : 56754 30138
0.00001351 : 56750 30139
0.00001351 : 56737 30140
0.00001351 : 56752 30141
0.00001351 : 56749 30142
0.00001351 : 56735 30143
0.00001351 : 56734 30144
0.00001351 : 56738 30145
0.00001351 : 56740 30146
0.00001351 : 56733 30147
0.00001351 : 56751 30148
0.00001351 : 56732 30149
0.00001351 : 56731 30150
0.00001351 : 11656 30151
0.00001351 : 56711 30152
0.00001351 : 54130 30153
0.00001351 : 54132 30154
0.00001351 : 54131 30155
0.00001351 : 32816 30156
0.00001351 : 32811 30157
0.00001351 : 32809 30158
0.00001351 : 32812 30159
0.00001351 : 32805 30160
0.00001351 : 32808 30161
0.00001351 : 18689 30162
0.00001351 : 58400 30163
0.00001351 : 58402 30164
0.00001351 : 58401 30165
0.00001351 : 58403 30166
0.00001351 : 58404 30167
0.00001351 : 58406 30168
0.00001351 : 40450 30169
0.00001351 : 26659 30170
0.00001351 : 55851 30171
0.00001351 : 2340 30172
0.00001351 : 5314 30173
0.00001351 : 5276 30174
0.00001351 : 5280 30175
0.00001351 : 5295 30176
0.00001351 : 24328 30177
0.00001351 : 47597 30178
0.00001351 : 44906 30179
0.00001351 : 44907 30180
0.00001351 : 59397 30181
0.00001351 : 59398 30182
0.00001351 : 54264 30183
0.00001351 : 29427 30184
0.00001351 : 60964 30185
0.00001351 : 52680 30186
0.00001351 : 52677 30187
0.00001351 : 40318 30188
0.00001351 : 33957 30189
0.00001351 : 39810 30190
0.00001351 : 39802 30191
0.00001351 : 39801 30192
0.00001351 : 39805 30193
0.00001351 : 39808 30194
0.00001351 : 39812 30195
0.00001351 : 39813 30196
0.00001351 : 39806 30197
0.00001351 : 32839 30198
0.00001351 : 30134 30199
0.00001351 : 30144 30200
0.00001351 : 30149 30201
0.00001351 : 30142 30202
0.00001351 : 30146 30203
0.00001351 : 30140 30204
0.00001351 : 30135 30205
0.00001351 : 55266 30206
0.00001351 : 22176 30207
0.00001351 : 22170 30208
0.00001351 : 37405 30209
0.00001351 : 45592 30210
0.00001351 : 44721 30211
0.00001351 : 44720 30212
0.00001351 : 35548 30213
0.00001351 : 31568 30214
0.00001351 : 33492 30215
0.00001351 : 33489 30216
0.00001351 : 33904 30217
0.00001351 : 74125 30218
0.00001350 : 51884 30219
0.00001350 : 50252 30220
0.00001350 : 50253 30221
0.00001350 : 15610 30222
0.00001350 : 7703 30223
0.00001350 : 7705 30224
0.00001350 : 17828 30225
0.00001350 : 17829 30226
0.00001350 : 17824 30227
0.00001350 : 17834 30228
0.00001350 : 17833 30229
0.00001350 : 62188 30230
0.00001350 : 60945 30231
0.00001350 : 60944 30232
0.00001350 : 37234 30233
0.00001350 : 37232 30234
0.00001350 : 37228 30235
0.00001350 : 37229 30236
0.00001350 : 37230 30237
0.00001350 : 37231 30238
0.00001350 : 37235 30239
0.00001350 : 47070 30240
0.00001350 : 47075 30241
0.00001350 : 47069 30242
0.00001350 : 47074 30243
0.00001350 : 20300 30244
0.00001350 : 20367 30245
0.00001350 : 20324 30246
0.00001350 : 20301 30247
0.00001350 : 20316 30248
0.00001350 : 20333 30249
0.00001350 : 20331 30250
0.00001350 : 20320 30251
0.00001350 : 20354 30252
0.00001350 : 20340 30253
0.00001350 : 16115 30254
0.00001350 : 16110 30255
0.00001350 : 16114 30256
0.00001350 : 16120 30257
0.00001350 : 59510 30258
0.00001350 : 59507 30259
0.00001350 : 59511 30260
0.00001350 : 59512 30261
0.00001350 : 59509 30262
0.00001350 : 59513 30263
0.00001350 : 59506 30264
0.00001350 : 59508 30265
0.00001350 : 59514 30266
0.00001350 : 59515 30267
0.00001350 : 59492 30268
0.00001350 : 59504 30269
0.00001350 : 59493 30270
0.00001350 : 59503 30271
0.00001350 : 59494 30272
0.00001350 : 59497 30273
0.00001350 : 59502 30274
0.00001350 : 59498 30275
0.00001350 : 59501 30276
0.00001350 : 59499 30277
0.00001350 : 23804 30278
0.00001350 : 23809 30279
0.00001350 : 43579 30280
0.00001350 : 43576 30281
0.00001350 : 48064 30282
0.00001350 : 48062 30283
0.00001350 : 48055 30284
0.00001350 : 60353 30285
0.00001350 : 43506 30286
0.00001350 : 16142 30287
0.00001350 : 9691 30288
0.00001350 : 2810 30289
0.00001350 : 56832 30290
0.00001350 : 56830 30291
0.00001350 : 56835 30292
0.00001350 : 56838 30293
0.00001350 : 56831 30294
0.00001350 : 56836 30295
0.00001350 : 34052 30296
0.00001350 : 59579 30297
0.00001350 : 4489 30298
0.00001350 : 51903 30299
0.00001350 : 64193 30300
0.00001350 : 35757 30301
0.00001350 : 61314 30302
0.00001350 : 61309 30303
0.00001350 : 61315 30304
0.00001350 : 61312 30305
0.00001350 : 61311 30306
0.00001350 : 61308 30307
0.00001350 : 46108 30308
0.00001350 : 51406 30309
0.00001350 : 51403 30310
0.00001350 : 51408 30311
0.00001350 : 51400 30312
0.00001350 : 51397 30313
0.00001350 : 51396 30314
0.00001350 : 51168 30315
0.00001350 : 51167 30316
0.00001350 : 51166 30317
0.00001350 : 64530 30318
0.00001350 : 34869 30319
0.00001350 : 23759 30320
0.00001350 : 23775 30321
0.00001350 : 23783 30322
0.00001350 : 23789 30323
0.00001350 : 23790 30324
0.00001350 : 23761 30325
0.00001350 : 23769 30326
0.00001350 : 23765 30327
0.00001350 : 23749 30328
0.00001350 : 23766 30329
0.00001350 : 23742 30330
0.00001350 : 23741 30331
0.00001350 : 23746 30332
0.00001350 : 9478 30333
0.00001350 : 18110 30334
0.00001350 : 18113 30335
0.00001350 : 18116 30336
0.00001350 : 18108 30337
0.00001350 : 38861 30338
0.00001350 : 38860 30339
0.00001350 : 25581 30340
0.00001350 : 25587 30341
0.00001350 : 25569 30342
0.00001350 : 25580 30343
0.00001350 : 25567 30344
0.00001350 : 25571 30345
0.00001350 : 11768 30346
0.00001350 : 11772 30347
0.00001350 : 49745 30348
0.00001350 : 49743 30349
0.00001350 : 49746 30350
0.00001350 : 49747 30351
0.00001350 : 49749 30352
0.00001350 : 49734 30353
0.00001350 : 49736 30354
0.00001350 : 49742 30355
0.00001350 : 49737 30356
0.00001350 : 49740 30357
0.00001350 : 49731 30358
0.00001350 : 57037 30359
0.00001350 : 57029 30360
0.00001350 : 57020 30361
0.00001350 : 57030 30362
0.00001350 : 57032 30363
0.00001350 : 57022 30364
0.00001350 : 57033 30365
0.00001350 : 57038 30366
0.00001350 : 57023 30367
0.00001350 : 57034 30368
0.00001350 : 57039 30369
0.00001350 : 57040 30370
0.00001350 : 57028 30371
0.00001350 : 57027 30372
0.00001350 : 57024 30373
0.00001350 : 20269 30374
0.00001350 : 22148 30375
0.00001350 : 15122 30376
0.00001349 : 58105 30377
0.00001349 : 49720 30378
0.00001349 : 49725 30379
0.00001349 : 49726 30380
0.00001349 : 46654 30381
0.00001349 : 4417 30382
0.00001349 : 35420 30383
0.00001349 : 31580 30384
0.00001349 : 31585 30385
0.00001349 : 31590 30386
0.00001349 : 31593 30387
0.00001349 : 31578 30388
0.00001349 : 31575 30389
0.00001349 : 31594 30390
0.00001349 : 31589 30391
0.00001349 : 31576 30392
0.00001349 : 31596 30393
0.00001349 : 71463 30394
0.00001349 : 14023 30395
0.00001349 : 23297 30396
0.00001349 : 23294 30397
0.00001349 : 63185 30398
0.00001349 : 63182 30399
0.00001349 : 63183 30400
0.00001349 : 63184 30401
0.00001349 : 48537 30402
0.00001349 : 48535 30403
